기관,담당부서,날짜,제목,링크
기후에너지환경부,국제협력과,2026-09-09,"에이펙(APEC) 에너지장관회의, 에너지 안보 공조와 인공지능 시대 에너지 혁신 논의",https://www.mcee.go.kr/home/web/board/read.do;jsessionid=U7y94XNkHPESHKVsKPOKnyELYUymoT2BMwj46Kl2.mehome2?pagerOffset=0&maxPageItems=10&maxIndexPages=10&searchKey=&searchValue=&menuId=10598&orgCd=&boardId=1889620&boardMasterId=939&boardCategoryId=&decorator=
국토교통부,도시경제과,2026-09-09,"AI가 잇는 도시의 미래, 「K-AI 시티 실행전략」에 담다",https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?lcmspage=1&id=95092396
서울특별시,생활환경과,2026-09-09,"(석간) 서울시, 청계광장에서 시민 120여 명과‘줍깅’캠페인 펼친다",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465992
국방부,"국방부-유엔개발계획(UNDP), 지뢰대응활동 협력 의향서 체결새글",2026-09-09,"국방부-유엔개발계획(UNDP), 지뢰대응활동 협력 의향서 체결
새글",https://www.mnd.go.kr/bbs/mnd/13000005/DPIM_120850/artclView.do
서울특별시,,2026-09-09,"(자료제공) 서울시장 사후동정 - 오세훈 시장, 9일(수) 트라이 에브리싱 개막식 참석",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=466028
서울특별시,서울역사박물관,2026-09-09,"(석간) 서울우리소리박물관, 발달장애인 맞춤형 교구 <톡톡 우리소리> 제작... 158개 기관에 배포",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465990
서울특별시,언론담당관,2026-09-09,"(자료제공) 서울시장 사후동정 - 오세훈 시장, 9일(수) 개방 앞둔 노들섬 수변문화공간 점검",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=466054
서울특별시,신속통합기획과,2026-09-09,"역세권 활력과 가로숲을 연계해‘그늘보행권’실현하는 미래형 주거단지로… 서울시, 도림동 133-1 일대 신속통합기획 확정",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=466001
서울특별시,관광정책과,2026-09-09,(석간) 도심 속 K-BBQ 미식 축제! ‘서울 바비큐 페스티벌’ 10월 난지캠핑장서 개최,https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465991
서울특별시,미래한강본부,2026-09-09,"""가을, 한강에서 책 한 권""… 서울시, 하반기 '책읽는 한강공원' 개장",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=466000
서울특별시,문화정책과,2026-09-09,발굴현장부터 공연무대까지…문화예술계 청년의 경험과 성장 돕는 서울시,https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465999
서울특별시,관광정책과,2026-09-09,세계 폐암 분야 석학 8000명 서울로… 국제회의 개최 '아시아 1위' 재확인,https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465998
국방부,"국방부장관, 천무 계약식 참석 위해 크로아티아 방문새글",2026-09-09,"국방부장관, 천무 계약식 참석 위해 크로아티아 방문
새글",https://www.mnd.go.kr/bbs/mnd/13000005/DPIM_120849/artclView.do
국방부,제3차 국방AI 활용 아이디어 경연대회새글,2026-09-09,"제3차 국방AI 활용 아이디어 경연대회
새글",https://www.mnd.go.kr/bbs/mnd/13000005/DPIM_120851/artclView.do
서울특별시,정신건강과,2026-09-09,"''따뜻한 안부 한마디가 생명 지킨다''… 서울시, 생명안전망으로 응답",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=466004
서울특별시,청년정책담당관,2026-09-09,"서울시, 대학으로 찾아간다! 미션으로 배우는‘서울청년 서울생활 꿀팁’운영",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465997
서울특별시,건축기획과,2026-09-09,영동대로 '도심 숲'·역삼 호텔… 비즈니스·관광·휴식 중심지 탄생,https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465996
서울특별시,체육진흥과,2026-09-09,(석간) 보름달 아래 서울을 달린다…‘한가위 서울 달밤런’ 23일 여의도서 개최,https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465995
서울특별시,공원여가사업과,2026-09-09,"(석간) 풍성한 한가위를 보내는 특별한 방법, 서울의 공원 추석 프로그램",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465994
서울특별시,서울아리수본부,2026-09-09,"(석간) 서울시, 9월부터 모든 배수지 청소 실시…102개소 단수 없이 진행",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465993
행정안전부,농축산해양재난대응과,2026-09-09,"안전한 한가위 바닷길을 위한 여객선, 낚시어선 등 안전관리 현장점검",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129376
행정안전부,지역디지털협력과,2026-09-09,“반복 행정 줄이고 재난 대응 빨라져”… 지방정부 인공지능(AI) 혁신 한자리에,https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129380
행정안전부,지진방재정책과,2026-09-09,"경주지진 10년,  지진방재의 미래 10년을 논하다",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129382
행정안전부,주민과,2026-09-09,"우리 가족의 사생활,  관계기관이 손잡고 더 촘촘히 지킨다",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129381
서울특별시,디지털정책과,2026-09-09,AI(인공지능)가 서울의 일상을 바꾼다… SLW 2026 개막,https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=466005
국방부,국방부,2026-09-08,"「2026 서울안보대화」 계기 한-우간다 국방장관회담
새글",https://www.mnd.go.kr/bbs/mnd/13000005/DPIM_120797/artclView.do
국방부,국방부,2026-09-08,"「2026 서울안보대화」 개회식 및 본회의 1세션
새글",https://www.mnd.go.kr/bbs/mnd/13000005/DPIM_120776/artclView.do
국방부,국방부,2026-09-08,"「2026 서울안보대화」 계기 한-파푸아뉴기니 국방장관회담
새글",https://www.mnd.go.kr/bbs/mnd/13000005/DPIM_120798/artclView.do
국방부,국방부,2026-09-08,"「2026 서울안보대화」 계기 한-체코 국방장관회담
새글",https://www.mnd.go.kr/bbs/mnd/13000005/DPIM_120799/artclView.do
국방부,국방부,2026-09-08,"「2026 서울안보대화」 계기 일본·말레이시아·핀란드·
새글",https://www.mnd.go.kr/bbs/mnd/13000005/DPIM_120800/artclView.do
행정안전부,균형발전진흥과,2026-09-08,"우리나라 국경섬, 정부가 직접 지원한다 ‘제1차 국토외곽 먼섬 종합발전계획’ 수립·확정",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129348
행정안전부,지원총괄과,2026-09-08,10·29이태원참사 피해회복을 위한  신청기간 연장,https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129350
행정안전부,인공지능정부정책과,2026-09-08,"공무원이 만든 AI 서비스, 정부가 키워 범정부 혁신으로",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129351
행정안전부,인공지능정부협력과,2026-09-08,"행안부, 조지아 법무부와 양해각서(MOU) 체결,  인공지능(AI)·디지털정부 해외 진출 확대",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129347
행정안전부,교부세과,2026-09-08,"김민재 행안부 차관, 미래대응기금 추진을 위한 지방정부 협조 요청",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129349
서울특별시,청년정책담당관,2026-09-08,"청년성장특별시 서울, 2026년 서울특별시 청년상 수상자 12명 탄생",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465879
서울특별시,정원도시정책과,2026-09-08,‘정원도시 서울’빛낸 주인공들…남산 하늘숲길 등 수상,https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465884
서울특별시,경제수사과,2026-09-08,"서울시, 청소년 출입·고용금지업소‘홀덤펍’합동단속 17개소 적발",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465887
서울특별시,서울디자인재단,2026-09-08,(석간) 서울디자인재단·LG전자 맞손...몰입형 디지털 전시 환경 구축,https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465873
서울특별시,중장년지원과,2026-09-08,"서울시평생학습포털, 회원 200만 돌파…초등 무료 영어 ‘서울런 키즈영어’ 선봬",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465886
공정거래위원회,국제협력과,2026-09-08,공정위-EU 경쟁총국 제6회 경쟁정책 연구회 개최,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=1&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=47981"
공정거래위원회,소비자정책총괄과,2026-09-08,제17차 소비자정책위원회 개최,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=1&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=47984"
서울특별시,양성평등담당관,2026-09-08,"(엠바고14시) 128년 전 여권통문의 외침, '동행서울'로 이어지다…「2026 서울여성대회」 개최",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465892
서울특별시,서울시50플러스재단,2026-09-08,"(석간) 서울시, 영화 ‘인턴’ 한국판 특별 시사회…“스크린 밖 ‘진짜 인턴’을 만나다”",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465872
서울특별시,상권활성화과,2026-09-08,"추석 장보기, 전통시장에서 알뜰하게… 서울 61곳 최대 30% 할인",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465889
서울특별시,장애인복지과,2026-09-08,"(석간) '야간·휴일에도 간호인력 상주'…서울시, 중증장애인 24시간 의료·돌봄 서비스 시동건다",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465874
서울특별시,상권활성화과,2026-09-08,"(석간) '서울 골목이 들썩인다'… 로컬브랜드 상권 10곳, 야장·미식·예술로 손님맞이",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465875
서울특별시,주택정책과,2026-09-08,"(엠바고10시30분)(석간) 오세훈 시장, 장기전세주택 입주민과 '희망토크'… 내 집 마련 잇는 '주거사다리' 성과 공유",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465876
서울특별시,서울아리수본부,2026-09-08,아리수도 가을축제 간다…동행음수대·와우카 서울 곳곳 출동,https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465877
서울특별시,자원순환과,2026-09-08,"“우유팩 씻고 말려 모았어요”…서울시, 자원순환 우수 어린이집 시상",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465878
행정안전부,균형발전진흥과,2026-09-07,"윤호중 행정안전부 장관, ‘2026여수세계섬박람회’ 개막식 참석",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129300
서울특별시,산업입지과,2026-09-07,G밸리에 문화·여가 더한다…일터가 즐거워지는 '2026 G밸리 위크',https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465570
서울특별시,부동산정책개발센터,2026-09-07,"서울 주택공급 '청신호'… 착공 44.4%↑, 인허가도 동반 증가",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465574
행정안전부,과제발굴과,2026-09-07,"“한곳에서, 한 번에 민원 해결한다”  행안부, 원스톱 행정서비스 우수사례 공모",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129298
행정안전부,주민과,2026-09-07,"사망자 명의의 불법 금융거래, 사망신고 ‘다음 날’부터 즉시 막는다.",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129299
서울특별시,디자인정책담당관,2026-09-07,"미래도시 생명력, 디자인이 답! 서울디자인국제포럼 개최 D-7",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465569
행정안전부,안전문화교육과,2026-09-07,직접 만들고 배우고 알려주는 ‘2026년 안전교육 영상 공모전’ 개최,https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129301
행정안전부,기록서비스과,2026-09-07,"역대 정부의 사회복지 정책의 발자취, 대통령기록물로 만난다",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129302
행정안전부,주민과,2026-09-07,똑똑! 주민등록 사실조사를 위해 사실조사원이 방문합니다,https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129303
서울특별시,서울브랜드담당관,2026-09-07,"이제, 서울을 입는다! 서울시X무신사스탠다드, '나만의 서울 티셔츠' 서비스 첫선",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465568
행정안전부,사회연대경제제도과,2026-09-07,"「사회연대경제기본법」 시행 준비 본격화, 행안부, 전국 지방정부·현장 워크숍 개최",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129305
행정안전부,재난안전산업과,2026-09-07,"대한민국 재난안전기업,  베트남 공공조달시장 집중 공략",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129306
행정안전부,자치분권지원과,2026-09-07,‘새만금신항’ 매립지 군산시 귀속 결정,https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129331
서울특별시,언론담당관,2026-09-07,"(자료제공) 서울시장 사후동정 - 오세훈 시장, 7일(월) ‘서울아이앰배서더 4기 발대식’ 참석",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465653
서울특별시,,2026-09-07,"(자료제공) 서울시장 사후동정 - 오세훈 시장, 7일(월) 하노이 인민위원장 면담… 친선결연 30주년 협력 확대",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465812
행정안전부,균형발전진흥과,2026-09-07,"행안부가 지원하는 섬 여행, 최대 10만 원 받는다…9월 8일부터 사전 신청",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129304
서울특별시,미래한강본부,2026-09-07,올여름 한강 수영장·물놀이장 56만명 찾았다… 낮부터 밤까지 즐서울 대표 '핫플'로,https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465571
서울특별시,건강관리과,2026-09-07,"전국 어린이들 함께 뛰어요! 서울시, 7일부터 두 달간 뛰움 체조 대회 개최",https://www.seoul.go.kr/news/news_report.do?bbsNo=158&nttNo=465567
공정거래위원회,기업집단결합정책과,2026-09-07,공시의무 위반 과태료 부과 고시 개정안 행정예고,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=1&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=47977"
공정거래위원회,소비자거래정책과,2026-09-07,사용후기 수집·처리 정보공개 구제 관련 문답서 배포,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=1&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=47976"
공정거래위원회,소비자안전교육과,2026-09-04,공정거래위원회-한국소비자법학회 공동 학술대회 개최,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=1&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=47973"
행정안전부,균형발전진흥과,2026-09-04,"기부가 만든 고향의 변화, 고향사랑의 날 기념 고향사랑기부대상 시상식 개최",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129280
행정안전부,재난안전점검과,2026-09-04,“안심하고 즐기세요” 서울세계불꽃축제 안전대책 현장점검,https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129281
행정안전부,복구지원과,2026-09-04,8.15.~18. 호우 피해 특별재난지역 추가 선포,https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129296
행정안전부,인사기획관,2026-09-04,"중수청장후보추천위원회, 초대 청장 후보자 4명 추천",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129297
행정안전부,재난안전데이터과,2026-09-03,인공지능(AI)과 CCTV로 더 안전해지는 우리 동네,https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129231
행정안전부,사회재난대응총괄과,2026-09-03,가을 행락철 다중운집인파  안전관리 총력 대응,https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129230
행정안전부,균형발전제도과,2026-09-03,"지역 농산물과 대기업 유통망의 만남… 행안부, '지방정부-기업 상생협력' 물꼬 터",https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=129224
공정거래위원회,기업집단정보분석팀,2026-09-03,2026년 공시대상기업집단 주식소유현황 분석·공개,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=1&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=47964"
공정거래위원회,특수거래정책과,2026-09-03,「소비자생활협동조합법」 하위법령 등 개정안 입법·행정예고,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=2&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=47963"
공정거래위원회,소비자정책총괄과,2026-09-02,소비자기본법 시행령 개정안 국무회의 통과,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=2&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=47958"
공정거래위원회,소비자정책총괄과,2026-09-02,표시·광고 내용의 실증에 관한 운영 고시 개정·시행,"https://www.ftc.go.kr/www/selectBbsNttView.do?pageUnit=10&pageIndex=2&searchCnd=all&key=12&bordCd=3&searchCtgry=01,02&nttSn=47957"
